Date;Heure;Probleme;Name;satisfiedCost;undeliveredCost;travelCost;distanceCost;firstDeliveryCost;maxfirstDelivery;clientWaitingCost;driverUsed;underWorkCost;overTimeCost;Depot;runtime;MAX_OVERTIME;INTRA_ORDER_DELIVERY;INTER_ORDER_DELIVERY;FIRST_DEL_MAX_ARRIVAL;LOCAL_SEARCH;NO_SHIFT_LIMIT;TIME_LIMIT
2023-8-20;2:40:30;cq;20201021;1160.5;0;5657.67;5174.54;0;0;3;74;0;0;6;3640534;99999999;5;25;60;1;1;3600000
2023-8-20;2:40:33;cq;20201130;2068.5;259;13126.9;11686.6;283.095;39.9;0;113;0;0;6;3637024;99999999;5;25;60;1;1;3600000
2023-8-20;2:40:34;cq;20201111;3380;57.5;24311.5;22712.7;1254.74;58.5275;0;143;0;0;8;3609975;99999999;5;25;60;1;1;3600000
2023-8-20;2:40:40;cq;20201102;2910.5;168;21773.9;20763.9;352.141;44.5817;0;131;0;0;8;3616187;99999999;5;25;60;1;1;3600000
2023-8-20;2:40:46;cq;20201009;3187;42;19572.4;18112.5;935.208;52.8105;0;128;0;0;8;3622096;99999999;5;25;60;1;1;3600000
2023-8-20;2:40:50;cq;20201106;3188.5;162;21051.2;19684.8;1051.13;59.5617;0;141;0;0;8;3625666;99999999;5;25;60;1;1;3600000
2023-8-20;2:41:4;cq;20201014;3132;339;20669.2;19705;729.011;53.8983;0;136;0;0;8;3639781;99999999;5;25;60;1;1;3600000
2023-8-20;2:41:13;cq;20201020;2594;79;15092.4;14357.3;436.183;53.3209;0;123;0;0;8;3677616;99999999;5;25;60;1;1;3600000
2023-8-20;2:41:27;cq;20201007;2512.5;0;14721.3;13531.7;224.21;42.795;0;124;0;0;8;3690869;99999999;5;25;60;1;1;3600000
2023-8-20;2:41:31;cq;20201002;2783.5;110;16944.6;15944.7;319.424;55.6017;0;128;0;0;8;3691887;99999999;5;25;60;1;1;3600000
2023-8-20;2:41:37;cq;20201125;2296;129;17286.8;16053.3;691.734;59.6507;0;134;0;0;7;3701319;99999999;5;25;60;1;1;3600000
2023-8-20;2:42:9;cq;20201010;267;0;745.097;523.463;0;0;0;12;0;0;1;3605336;99999999;10;25;60;1;1;3600000
2023-8-20;2:42:22;cq;20201121;226.5;0;1243.55;958.349;0;0;0;13;0;0;1;3618705;99999999;10;25;60;1;1;3600000
2023-8-20;2:42:23;cq;20201107;333.5;0;753.263;471.468;0;0;13;18;0;0;2;3619590;99999999;10;25;60;1;1;3600000
2023-8-20;2:42:25;cq;20201104;3513.5;440;23877.8;22753.3;1051.64;58.89;0;148;0;0;8;3622525;99999999;5;25;60;1;1;3600000
2023-8-20;2:42:32;cq;20201126;2755.5;215.5;20987.2;19804.4;822.12;58.7098;0;131;0;0;7;3728046;99999999;5;25;60;1;1;3600000
